sno,h,sub_h,link
65,State launches ‘Safe Punjab Programme’ to cut down on Road accident deaths,,https://timesofindia.indiatimes.com/city/chandigarh/state-launches-safe-punjab-programme-to-cut-down-on-road-accident-deaths/articleshow/77813677.cms
66,Chandigarh: 26-year-old killed in hit-and-run,"A 26-year-old BA final-year student was killed in a hit-and-run case near transport light point, Sector 26 on Wednesday.An eyewitness reported that the victim's bike was hit by an unknown motorcycle driver.",https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-26-year-old-killed-in-hit-and-run/articleshow/70599024.cms
67,Punjab: Measures to check Road accidents await jump-start,"Every day for the last eight years, an average of 13 lives are being cut short in Road accidents in Punjab, but the state government is yet to put its planned corrective measures into motion.",https://timesofindia.indiatimes.com/city/chandigarh/punjab-measures-to-check-road-accidents-await-jump-start/articleshow/70338321.cms
68,6.7% drop in Road accident deaths in Haryana: Police,"Fatalities in Road accidents in Haryana dropped by 6.7% this year, from 1,791 between January and April 2018 to 1,671 in the same period this year, said a police official here on Monday.",https://timesofindia.indiatimes.com/city/chandigarh/6-7-drop-in-road-accident-deaths-in-haryana-police/articleshow/69669020.cms
69,"Haryana police inspector dies in Road accident in Pehowa, case registered",,https://timesofindia.indiatimes.com/city/chandigarh/haryana-police-inspector-dies-in-road-accident-in-pehowa-case-registered/articleshow/75473557.cms
70,Ambala: MS student dies in Road accident in Mullana,,https://timesofindia.indiatimes.com/city/chandigarh/ambala-ms-student-dies-in-road-accident-in-mullana/articleshow/72211256.cms
71,Khalsa Aid member on way to give PPEs dies in Road accident,"A member of international humanitarian relief charity organisation Khalsa Aid, Inderjit Singh, died in a Road accident near Bajakhana on Bathinda-Faridkot national highway on Monday night. His companion sustained injuries.",https://timesofindia.indiatimes.com/city/chandigarh/khalsa-aid-member-on-way-to-give-ppes-dies-in-road-accident/articleshow/75284135.cms
72,Three injured in separate Road accidents,,https://timesofindia.indiatimes.com/city/chandigarh/three-injured-in-separate-road-accidents/articleshow/69333302.cms
73,Punjab ranks 2nd in severity of Road accidents,,https://timesofindia.indiatimes.com/city/chandigarh/punjab-ranks-2nd-in-severity-of-road-accidents/articleshow/72090905.cms
74,Plans made to prevent fatal accidents yet to see daylight,,https://timesofindia.indiatimes.com/city/chandigarh/plans-made-to-prevent-fatal-accidents-yet-to-see-daylight/articleshow/72993777.cms
75,Supreme Court panel not impressed with Punjab’s efforts to curb Road accident fatalities,The Supreme Court committee on road safety has expressed displeasure over Punjab government’s failure to curb the raising trend of fatalities due to Road accidents and set a target of bringing down the number by 10%. The observation made by the committee was discussed in a meeting of the Punjab state road safety council held on December 24. State transport minister Razia Sultana emphasised the need to speed up the road safety measures to reduce fatal accidents.,https://timesofindia.indiatimes.com/city/chandigarh/supreme-court-panel-not-impressed-with-punjabs-efforts-to-curb-road-accident-fatalities/articleshow/72976968.cms
76,"Chandigarh: 30 pedestrians, 10 cyclists killed in accidents this year","Out of 92 people killed in Road accidents in the city from January 1 to December 16, as many as 30 were pedestrians and 10 were cyclists, according to the records of the UT police.",https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-30-pedestrians-10-cyclists-killed-in-accidents-this-year/articleshow/72933018.cms
77,"Chandigarh: Cyclist killed in Sector 20, 3 hurt in car crash near mall",Accidents claimed the life of a 58-year-old cyclist and left three occupants of a car injured on Friday.,https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-cyclist-killed-in-sector-20-3-hurt-in-car-crash-near-mall/articleshow/72314444.cms
78,Zomato loses fourth boy to crash in seven months,"Zomato has lost its fourth food delivery boy to a Road accident in seven months. Sunny, 23, died in a hit-and-run on the dividing road of sectors 12-A and 14 in the wee hours of Thursday.",https://timesofindia.indiatimes.com/city/chandigarh/zomato-loses-fourth-boy-to-crash-in-7-months/articleshow/72175284.cms
79,2018 accidents: Casualties below 100 for 1st time in six years in Chandigarh,"The number of casualties in Road accidents in Chandigarh in 2018 has come down to 98, which is the lowest since 2013, the data released by the ministry of road transport and highway transport research wing, New Delhi, has revealed.",https://timesofindia.indiatimes.com/city/chandigarh/2018-accidents-casualties-below-100-for-1st-time-in-six-years-in-chandigarh/articleshow/72091922.cms
