sno,h,sub_h,link
53,"8% fall in Road accidents in Bihar, but 0.3% rise in fatalities","The Road accident cases in the state declined by 8.68% but the fatalities increased by 0.3% in the first six months of 2021, as compared to the period in 2019. The state transport department figures also revealed around 10% rise in the number of people getting injured in 2021, compared to 2019. The figures of 2020 were not taken into account because of complete lockdown from March 23 till Unlock 1.0 in May.",https://timesofindia.indiatimes.com/city/patna/8-fall-in-road-accidents-but-0-3-rise-in-fatalities/articleshow/86490967.cms
54,"Bihar: Six of family killed in Katihar Road accident; PM Modi, CM express grief","Six members of a family were killed when their car rammed into a truck on a highway in Bihar's Katihar district on Tuesday, police said. The mishap took place on NH-31 in the Kursela Police Station area when the deceased were returning to their home in Samastipur from Purnea where they had gone to finalise a marriage, SHO Aman Raj said.",https://timesofindia.indiatimes.com/city/patna/six-of-family-killed-in-bihar-road-accident-pm-modi-cm-express-grief/articleshow/81169450.cms
55,Bihar: Two doctors among 7 killed in Gaya,Seven people – two doctors and five staff members of a paediatric hospital here – were killed on Friday when their car collided head on with a truck on Dobhi-Chatra highway.,https://timesofindia.indiatimes.com/city/patna/two-docs-among-7-killed-in-gaya/articleshow/84691388.cms
56,3 killed in Road accident in Bihar's Bettiah town,"Three persons, believed to be from the same family were mowed down by a tanker in West Champaran district on Monday. The visibility in the area was low due to heavy fog and the driver is said to have been drunk.",https://timesofindia.indiatimes.com/city/patna/3-killed-in-road-accident-in-bihars-bettiah-town/articleshow/79838640.cms
57,Woman and son killed in Road accident in Bihar's Rohtas,"A 35-year-old woman and her five-year-old son were crushed to death by a speeding vehicle in Bihar's Rohtas district on Saturday, police said.",https://timesofindia.indiatimes.com/city/patna/woman-and-son-killed-in-road-accident-in-bihars-rohtas/articleshow/79815050.cms
58,"Crime, Road accidents down after liquor prohibition: Bihar CM Nitish Kumar","Strongly defending liquor ban a day before his high-level review meeting on the issue in the wake of a series of hooch tragedies recently, CM Nitish Kumar on Monday said the crime rate and number of Road accidents have come down in the state after enforcement of total prohibition.",https://timesofindia.indiatimes.com/city/patna/crime-road-accidents-down-after-liquor-prohibition-cm/articleshow/87724255.cms
59,Maharashtra: 9 injured in Road accident in Latur,"Nine people were injured in an accident involving three vehicles in Maharashtra's Latur district, police said on Tuesday. The accident took place around Monday midnight near Hadolati village in Ahmedpur tehsil when a jeep driver apparently lost control over the wheels.",https://timesofindia.indiatimes.com/city/aurangabad/maharashtra-9-injured-in-road-accident-in-latur/articleshow/81407697.cms
60,"Bihar: 6 killed, 7 injured in separate Road accidents","In the first incident, a daily wager Sukhdev Chauhan (65) and Bahadur Kumar (25) were killed after a truck rammed head on the van in which they were travelling on NH-31 under Mufassil police station area in Nawada at around 6am on Saturday.",https://timesofindia.indiatimes.com/city/patna/bihar-6-killed-7-injured-in-separate-road-accidents/articleshow/83068783.cms
61,6 die in separate Road accidents,,https://timesofindia.indiatimes.com/city/patna/6-die-in-separate-road-accidents/articleshow/79480119.cms
62,Bihar: 3 of a family die in Road accident,"A transporter, his wife and their minor daughter died as the SUV in which they were travelling fell into a roadside field after overturning several times on NH-30 near Saidpur village under Salimpur police station area of rural Patna Friday morning.",https://timesofindia.indiatimes.com/city/patna/3-of-a-family-die-in-road-accident/articleshow/81877269.cms
