sno,h,sub_h,link
1,26-year-old man gets life for killing mom in Tripura,The district and sessions court of Khowai on Friday awarded life imprisonment to a 26-year-old youth for killing his mother on February 16 last year after a brief quarrel over visiting a Saraswati Puja pandal on a motorbike with his friends in Paschim Chebri area.,https://timesofindia.indiatimes.com/city/agartala/26-year-old-man-gets-life-for-killing-mom-in-tripura/articleshow/95953171.cms
