sno,h,sub_h,link
65,Retd principal dies in Road accident,"A person died in a Road accident after his two-wheeler rammed into a municipal corporation vehicle in Vijayawada on Saturday. The deceased is G Devala Rao (58), retired principal of KVSR Siddhartha College of Pharmaceutical Sciences.",https://timesofindia.indiatimes.com/city/vijayawada/retd-principal-dies-in-road-accident/articleshow/91222880.cms
66,MPP prez dies in Road accident,A mandal praja parishad president from Telaprolu village in Unguturu mandal of Krishna district was killed in a Road accident on Tuesday night.,https://timesofindia.indiatimes.com/city/vijayawada/mpp-prez-dies-in-road-accident/articleshow/90695014.cms
67,Six killed in separate Road accidents in Andhra Pradesh,"Six persons were killed in separate Road accidents in Anakapalli district on Friday. While three people were killed near Subbarayudupalem village in Narsipatnam when the car they were travelling in turned turtle after hitting a tree, two others died at Nakkapalli after the their minivan rammed into a stationary lorry.",https://timesofindia.indiatimes.com/city/visakhapatnam/six-killed-in-separate-road-accidents-in-andhra-pradesh/articleshow/91845040.cms
68,"One dead, 11 hurt in Road accident",A man died and 11 others sustained injuries after a private travels bus rammed into a stationary lorry at Dachepalli in Palnadu district in the wee hours of Sunday. The bus was heading to Kanigiri in Prakasam district from Hyderabad. Speeding is suspected to be the cause of the accident.,https://timesofindia.indiatimes.com/city/vijayawada/one-dead-11-hurt-in-road-accident/articleshow/91059040.cms
69,Speeding behind 70% accident deaths in Andhra Pradesh,"Conventional wisdom has it that 'speed thrills, but kills'. However, people in Andhra Pradesh seem to forget this when in the driving seat. A total of 29,285 people were killed on roads in five years (2016-2020) due to exceeding speed limit on the roads in state.",https://timesofindia.indiatimes.com/city/visakhapatnam/speeding-behind-70-accident-deaths-in-andhra-pradesh/articleshow/92116390.cms
70,"Five dead, two injured in two separate Road accidents in north Andhra Pradesh","Five persons were killed, and two others suffered severe injuries in two separate Road accidents in north Andhra Pradesh on Thursday.",https://timesofindia.indiatimes.com/city/visakhapatnam/five-dead-two-injured-in-two-separate-road-accidents-in-north-andhra-pradesh/articleshow/93783031.cms
71,"Palanadu: 7 killed, 18 hurt as mini-truck rams into parked lorry","Seven people were killed and 18 others injured when the mini-truck they were travelling in collided with a parked lorry in Andhra Pradesh's Palnadu district around midnight on Sunday. While four persons died on the spot, three others died on their way to hospital.",https://timesofindia.indiatimes.com/city/vijayawada/palanadu-7-killed-18-hurt-as-mini-truck-rams-into-parked-lorry/articleshow/91901853.cms
72,Five killed in two Road accidents in Andhra Pradesh districts,Five persons were killed in two separate Road accidents in Kadapa and Annamayya districts on Sunday.,https://timesofindia.indiatimes.com/city/vijayawada/five-killed-in-two-road-accidents-in-andhra-pradesh-districts/articleshow/91731904.cms
73,Andra Pradesh: Two sisters killed in Road accident in Vizag city,"Two women were killed in a Road accident when a speeding lorry hit their scooty on NH-16 near Nathayyapalem under Gajuwaka police station limits in Vizag city on Monday evening. The deceased are J Sravana Lakshmi (30) and P Santhoshi (26), sisters and residents of Parawada.",https://timesofindia.indiatimes.com/city/visakhapatnam/two-sisters-killed-in-road-accident/articleshow/92193396.cms
74,"2 dead, 1 injured in Road accident",Two persons were killed while a third suffered injuries in a Road accident after their vehicle hit a lorry from behind on NH-16 near Yelamanchali in Visakhapatnam district. Police said the victims are from Gopalapatnam village under Payakaraopeta mandal.,https://timesofindia.indiatimes.com/city/visakhapatnam/2-dead-1-injured-in-road-accident/articleshow/90039433.cms
