sno,h,sub_h,link
39,12 JD(S) supporters injured in two Road accidents in Mandya,"A total of 12 people were injured in two separate Road accidents near mudalakoppalu village of Nagamangala taluk of Mandya district late on Monday. An accident occurred between the goods auto and the car while several people were returning to their village in a goods auto after participating in the pancharathna yatra’ event organised by JDS in Nagamangala town on Monday. The vehicle overturned and 11 people in the auto were injured. In another accident a bike and an auto collided on the same road where the bike rider was seriously injured. All 11 people injured are from Garudapur village and the bike rider, Anand from Thuppadamadu village is a JDS party worker. Those injured in the accident were immediately admitted to BGS hospital in Bg Nagar and treated one of the injured persons is said to be in critical condition and is in the ICU. Another victims wounds were operated on. On hearing the news, former CM HD Kumaraswamy along with MLA Suresh Gowda visited BGS hospital on Tuesday and enquired about the health of the injured speaking to reporters Kumaraswamy said all the injured were recovering. Meanwhile, he said the sevenday tour of the",https://timesofindia.indiatimes.com/city/mysuru/12-jds-supporters-injured-in-two-road-accidents-in-mandya/articleshow/96558198.cms
40,Karnataka: Belagavi tops in Road accident deaths among districts in 2021-2022,"With 816 fatalities, Road accidents in Belagavi district claimed the maximum lives in the state during 2021-2022. It is followed by Bengaluru city (633), Tumakuru (596), Mysuru (510) and Bengaluru district (507).",https://timesofindia.indiatimes.com/city/bengaluru/karnataka-belagavi-tops-in-road-accident-deaths-among-districts-in-2021-2022/articleshow/93826771.cms
41,"Karnataka: Three of family killed, four injured in Vijayapura Road accident","Three members of a family, including a newborn and his mother, were killed in a Road accident at Kolhar Taluk of the Vijayapura district in Karnataka, police said on Thursday.",https://timesofindia.indiatimes.com/city/bengaluru/three-of-family-killed-four-injured-in-road-accident/articleshow/93927071.cms
42,"Karnataka: 5 killed, 4 injured in Road accident in Koppal",At least five persons were killed on the spot and four others sustained injuries after the SUV they were travelling in collided with an unknown vehicle at Bhanapur in Karnataka's Koppal district on Saturday midnight.,https://timesofindia.indiatimes.com/city/hubballi/karnataka-5-killed-4-injured-in-road-accident-in-koppal/articleshow/93085583.cms
43,"PM Narendra Modi's brother Prahlad Modi, kin injured in Road accident near Mysuru","Family members of Prahlad Modi, brother of Prime Minister Narendra Modi, escaped with minor injuries after the luxury SUV they were travelling in crashed into a road median on National Highway-766 at Kadakola, near Mysuru, on Tuesday afternoon.",https://timesofindia.indiatimes.com/city/mysuru/pm-narendra-modis-brother-prahlad-modi-kin-injured-in-road-accident-near-mysuru/articleshow/96555279.cms
44,Four from TN returning after New Year party in Goa die in Road accident in Karnataka,"According to police, the accident occurred at Baleguli village in Ankola taluk of Karwar district on National Highway 66.",https://timesofindia.indiatimes.com/city/bengaluru/four-from-tn-returning-after-new-year-party-in-goa-die-in-road-accident-in-karnataka/articleshow/96665706.cms
45,"Karnataka: 4 cops, 3 others booked for faking details of fatal Road accident case","Channapatna police have registered a case of criminal conspiracy, destruction of evidence and cheating against four cops for allegedly tampering with the investigation in a motor vehicle accident case to enable the family of a dead man to avail insurance benefits.",https://timesofindia.indiatimes.com/city/bengaluru/karnataka-4-cops-3-others-booked-for-faking-details-of-fatal-road-accident-case/articleshow/93990942.cms
46,Two die in road crash in Hubballi,Two persons who were on their way to bring the body of their acquaintance from KIMS Hospital in Hubballi died in a road crash at Ramanal cross in Kalghatgi taluk on Monday.Their Cruiser collided with a bus.,https://timesofindia.indiatimes.com/city/hubballi/two-die-in-road-crash-in-hubballi/articleshow/93720082.cms
47,French nationals injured in Road accident,,https://timesofindia.indiatimes.com/city/mangaluru/french-nationals-injured-in-road-accident/articleshow/91672019.cms
48,"1 killed, 3 injured in Road accident",,https://timesofindia.indiatimes.com/city/mangaluru/1-killed-3-injured-in-road-accident/articleshow/92345255.cms
