sno,h,sub_h,link
92,DK police identify 123 spots prone to Road accidents,,https://timesofindia.indiatimes.com/city/mangaluru/dk-police-identify-123-spots-prone-to-road-accidents/articleshow/73708392.cms
93,"In DK, six people die in a week due to Road accidents","The roads of Dakshina Kannada witness six deaths every week due to Road accidents. Interestingly, Mangaluru is the worst among tier-2 cities in Karnataka when it comes to rash and negligent driving leading to deaths.",https://timesofindia.indiatimes.com/city/mangaluru/in-dk-six-people-die-in-a-week-due-to-road-accidents/articleshow/73619573.cms
94,Bengaluru: Most accidents on outskirts; road fatalities up 12% in 2019,"Fatalities due to Road accidents continue to rise in Bengaluru, with 2019 registering a sharper spike compared to the previous year.",https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-most-accidents-on-outskirts-road-fatalities-up-12-in-2019/articleshow/73222955.cms
95,Four bikers killed in Road accidents across Bengaluru,Four people were killed and one injured in accidents in various parts of Bengaluru since Saturday night.,https://timesofindia.indiatimes.com/city/bengaluru/four-bikers-killed-in-road-accidents-across-bengaluru/articleshow/72103192.cms
96,Bengaluru: Meat seller dies in Road accident,A 22-year-old pork seller was killed after a sports bike he was riding was hit by a speeding truck from behind at Bandapura Gate near Hosakote on Thursday.,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-meat-seller-dies-in-road-accident/articleshow/70297671.cms
97,Karnataka: Teacher dies in accident,,https://timesofindia.indiatimes.com/city/mangaluru/karnataka-teacher-dies-in-accident/articleshow/72320591.cms
98,100% spurt in Road accidents makes Bengaluru slip nine positions in 2018,"Blame it on poor road infrastructure, negligent driving or lax enforcement of rules, the number of accidents in Bengaluru witnessed a 100% jump in 2018. It’s now ranked third in the list of cities whose population exceeds 1 crore, much worse than the 12th position it occupied the previous year.",https://timesofindia.indiatimes.com/city/bengaluru/100-spurt-in-road-accidents-makes-bluru-slip-9-spots-in-2018/articleshow/72090077.cms
99,"Karnataka saw 2.2 lakh Road accidents, 54,000 deaths in 5 years","In the past five years, around 2.2 lakh Road accidents were reported in Karnataka, which occupies the fourth spot in the state-wise rankings for 2018 as per the latest data released by the ministry of road transport and highways (MORTH). Over 54,000 people were killed in accidents during the same period.",https://timesofindia.indiatimes.com/city/bengaluru/ktaka-saw-2-2-lakh-road-accidents-54k-deaths-in-5-yrs/articleshow/72090094.cms
100,Mysureans demand BBMP-like scheme for Road accident victims,,https://timesofindia.indiatimes.com/city/mysuru/mysureans-demand-bbmp-likescheme-for-road-accident-victims/articleshow/72497236.cms
101,College student killed in Road accident in Mangaluru,A final year degree student died after his bike collided with a KSRTC bus on Uppinangady-Subrahmanya road on Thursday.,https://timesofindia.indiatimes.com/city/mangaluru/college-student-killed-in-road-accident/articleshow/69778567.cms
