sno,h,sub_h,link
68,Hyderabad: Five dead in two mishaps at same spot as van wades into crowd,"In two road mishaps, one after the other at the same spot, five persons were killed and about 15, including three cops, injured in Siddipet on Friday. The second accident happened after a van ploughed into cops and locals attending to victims in a car that had crashed into a culvert at the spot.",https://timesofindia.indiatimes.com/city/hyderabad/5-dead-in-2-mishaps-at-same-spot-as-van-wades-into-crowd/articleshow/79574474.cms
69,"Techie dies in Road accident, driver booked",,https://timesofindia.indiatimes.com/city/hyderabad/techie-dies-in-road-accident-driver-booked/articleshow/80618713.cms
70,Two die in Road accident in Nizamabad,Two persons died in a Road accident at Kukunur X Roads in Nizamabad on Sunday when a car crashed into a truck coming from the opposite direction while overtaking a tractor.,https://timesofindia.indiatimes.com/city/hyderabad/two-die-in-road-accident-in-nizamabad/articleshow/79377678.cms
71,Two die in Road accident at Telangana's Shamshabad,A 50-year-old labourer and a 30-year-old watchman died when a speeding bike hit a pedestrian near Timmapur in Shamshabad on Tuesday night.,https://timesofindia.indiatimes.com/city/hyderabad/two-die-in-road-accident-at-telanganas-shamshabad/articleshow/80483545.cms
72,Telangana: Mason dies in Road accident at Hakimpet,,https://timesofindia.indiatimes.com/city/hyderabad/telangana-mason-dies-in-road-accident-at-hakimpet/articleshow/80409291.cms
73,"Telangana: 4 die, 4 injured in Road accident",,https://timesofindia.indiatimes.com/city/hyderabad/telangana-4-die-4-injured-in-road-accident/articleshow/81497484.cms
74,Minor boy killed in Road accident in Hyderabad,,https://timesofindia.indiatimes.com/city/hyderabad/minor-boy-killed-in-road-accident/articleshow/80204180.cms
75,Telangana: Six migrant workers died in Road accident,Six migrant workers traveling from Bangalore to North India died when their car turned turtle after hitting an unknown vehicle at Patancheru in Sangareddy district.,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-six-migrant-workers-died-in-road-accident/articleshow/79143051.cms
76,Kin of road mishap victims paid Rs 30 crore in lok adalats,"Speeding up the justice delivery methods, the Telangana judiciary on Saturday held virtual lok adalats in all the districts and ensured delivery of more than Rs 30 crore compensation cheques, mostly to scores of aggrieved families that have lost their breadwinners in fatal s.",https://timesofindia.indiatimes.com/city/hyderabad/kin-of-road-mishap-victims-paid-rs-30-cr-in-lok-adalats/articleshow/79105594.cms
77,Telangana: Road accident results in murder attempt in Vikarabad,,https://timesofindia.indiatimes.com/city/hyderabad/telangana-road-accident-results-in-murder-attempt-in-vikarabad/articleshow/81379518.cms
78,Telangana: Two die in a Road accident in Vikarabad district,,https://timesofindia.indiatimes.com/city/hyderabad/telangana-two-die-in-a-road-accident-in-vikarabad-district/articleshow/82105413.cms
79,"Insurance killing: Doctors, witnesses helped solve case in Telangana",Doctors’ opinion about the post-mortem examination and the statements of witnesses played a key role in helping the Nalgonda police solve the sensational case of murder that was committed to claim insurance money.,https://timesofindia.indiatimes.com/city/hyderabad/insurance-killing-doctors-witnesses-helped-solve-case/articleshow/81518005.cms
80,Hyderabad: 22-year-old killed in Road accident,A 22-year-old man died in a Road accident in Damaiguda on Saturday. Police said that the victim — Abhinav — died after he was hit by a tipper lorry.,https://timesofindia.indiatimes.com/city/hyderabad/22-year-old-killed-in-road-accident/articleshow/80727872.cms
81,Telangana: Six die in Road accident in Mahabubabad district,Six persons died in a Road accident after an auto rickshaw had a head-on collision with a speeding lorry on the highway in Mahabubabad district on Friday afternoon.,https://timesofindia.indiatimes.com/city/hyderabad/telangana-six-die-in-a-road-accident-in-mahabubabad-district/articleshow/80582016.cms
82,Telangana: Five killed in Road accident,Five friends from Hyderabad died when their car dashed into a roadside HMWSSB pipeline near Chinthapally Mandal in Nalgonda district of Telangana on early hours of Friday.,https://timesofindia.indiatimes.com/city/hyderabad/telangana-five-killed-in-road-accident/articleshow/77933030.cms
83,"Hyderabad: Woman, son die in Road accident",A woman and her son died after the motorbike they were riding was hit by an SUV at Ragannaguda in Manneguda on Nagarjuna Sagar Road on Thursday night.,https://timesofindia.indiatimes.com/city/hyderabad/woman-son-diein-road-accident/articleshow/79215286.cms
84,Man found dead on road,,https://timesofindia.indiatimes.com/city/hyderabad/man-found-dead-on-road/articleshow/80914571.cms
