sno,h,sub_h,link
28,"Uttarkashi: 2 pilgrims from Maharashtra killed, 13 injured after tourist vehicle falls into gorge",wo pilgrims were killed and 13 others got injured after a vehicle they were travelling in fell into a 100-meter deep gorge from Gangotri national highway in Uttarkashi on Sunday night.,https://timesofindia.indiatimes.com/city/dehradun/uttarkashi-2-killed-13-injured-after-tourist-vehicle-falls-into-gorge/articleshow/91885110.cms
29,Three Pauri residents killed in Road accident,"Three people, all in their early twenties, were killed after the truck they were traveling in fell into a 100-metre-deep gorge from the Pauri-Devprayag highway early on Tuesday.",https://timesofindia.indiatimes.com/city/dehradun/three-pauri-residents-killed-in-road-accident/articleshow/90673826.cms
30,"Four dead, one injured in two separate Road accidents",,https://timesofindia.indiatimes.com/city/dehradun/four-dead-one-injured-in-two-separate-road-accidents/articleshow/91549133.cms
31,Delhi woman killed in Road accident in Haridwar,,https://timesofindia.indiatimes.com/city/dehradun/delhi-woman-killed-in-road-accident-in-haridwar/articleshow/89977987.cms
32,App designed to collect information on Road accidents in Uttarakhand,"Integrated Road accident Database (IRAD), an App designed to collect complete information about Road accidents, has been initiated.",https://timesofindia.indiatimes.com/city/dehradun/app-designed-to-collect-info-on-rd-accidents/articleshow/90577650.cms
33,"Teacher dead, principal hurt in Road accident in Uttarakhand","The physical education teacher of the Government Inter College in Bazpur’s Mahuadabra area, Ganpat Singh (35), died on Thursday morning after the car he was traveling in collided with a speeding truck coming from the opposite direction.",https://timesofindia.indiatimes.com/city/dehradun/teacher-dead-principal-hurt-in-rd-accident/articleshow/90429922.cms
34,"3 Delhi tourists killed, 4 hurt in Road accident near Roorkee",,https://timesofindia.indiatimes.com/city/dehradun/3-delhi-tourists-killed-4-hurt-in-road-accident-near-roorkee/articleshow/92066914.cms
35,Woman dies in Road accident in Doon,,https://timesofindia.indiatimes.com/city/dehradun/woman-dies-in-road-accident-in-doon/articleshow/88058361.cms
36,"‘193 deaths in 313 Road accidents in Kumaon in 5 months, most due to overspeeding’","In the wake of several Road accidents in Uttarakhand in the past one month, including the one at Uttarkashi which claimed the lives of 25 pilgrims and a bus conductor, police have released data revealing the number of Road accident cases in six districts of the Kumaon region in the past five",https://timesofindia.indiatimes.com/city/dehradun/193-deaths-in-313-rd-accidents-in-kumaon-in-5-months-most-due-to-overspeeding/articleshow/92193815.cms
37,"Nearly 5,000 people killed in Road accidents in Uttarakhand in last 5 years","More than 4,700 people have been killed and over 5,000 injured in around 7,000 Road accidents that occurred in Uttarakhand between January 2017 and April 2022, as per state government data which TOI got access to on Monday.",https://timesofindia.indiatimes.com/city/dehradun/nearly-5k-people-killed-in-road-accidents-in-ukhand-in-last-5-yrs/articleshow/92045023.cms
