sno,h,sub_h,link
56,Two killed in Indore Road accidents,"Two persons were killed in two different Road accidents on Wednesday night in Indore, the police said. In one of the accidents, a retired school principal was killed after being hit by an unidentified vehicle in Bhawarkua area on Wednesday night.",https://timesofindia.indiatimes.com/city/indore/two-killed-in-indore-road-accidents/articleshow/91674505.cms
57,Leopard dies in Road accident,Indore forest department on Saturday recovered the body of a fully-grown leopard from National Highway 3 between Manpur-Dhamnod town.“Based on an information received at Dial-100 at 3.,https://timesofindia.indiatimes.com/city/indore/leopard-dies-in-road-accident/articleshow/90616835.cms
58,2 killed in Bhopal Road accidents,A 24-year-old man died in a Road accident in Berasia locality in the intervening night of Thursday and Friday. He was rushed to a hospital where he died while undergoing treatment. Berasia police registered a case and started the investigation.,https://timesofindia.indiatimes.com/city/bhopal/2-killed-in-bhopal-road-accidents/articleshow/91408369.cms
59,2 killed in Road accidents,"In a hit and run accident reported on Link Road number-1 in Habibganj locality, a 45-year-old man, who was walking down to his home from office, was allegedly hit by an unidentified speeding car.",https://timesofindia.indiatimes.com/city/bhopal/2-killed-in-road-accidents/articleshow/90429398.cms
60,"Two killed, one injured in Road accidents","A 12-year-old girl died and a man sustained injury when a speeding loading vehicle hit them near Qureshi Mandi in Manak Chowk police station area on Saturday in Ratlam, police said. The deceased was identified as Momeshra Kureshi, 12.",https://timesofindia.indiatimes.com/city/indore/two-killed-one-injured-in-road-accidents/articleshow/92013562.cms
61,4 dead in separate Road accidents in Bhopal in a day,Four bike-borne men died while two sustained severe injuries in four Road accidents reported in the city during the past 24 hours. In three incidents the bikers were knocked down by speeding dumpers while the fourth was hit by an unidentified vehicle.,https://timesofindia.indiatimes.com/city/bhopal/4-dead-in-separate-road-accidents-in-bhopal-in-a-day/articleshow/92927721.cms
62,Madhya Pradesh: 30-year-old dies in Road accident,"A 30-year-old man has died in a Road accident in Mandsaur district when he was returning to his house on bike in Daloda police station area, police.The deceased was identified as Ambalal Patidar, 30, resident of village Karnakhedi.",https://timesofindia.indiatimes.com/city/indore/30-year-old-dies-in-road-accident/articleshow/92816056.cms
63,"Cop killed in Road accident, 2 injured","A 55-year-old sub-inspector was killed while two others were injured when the car they were travelling in collided with an oncoming truck in Gadrakhedi area of Shajapur district, the police said on Tuesday.",https://timesofindia.indiatimes.com/city/indore/cop-killed-in-road-accident-2-injured/articleshow/91478888.cms
64,2 dead in Road accidents in Bhopal,"A 43-year-old farmer died after a speeding jeep hit him while he was attending nature’s call beside a road in Berasia locality on Wednesday night.Police said that the deceased Chandar Singh, resided with his family members in Shukla Village in Nazirabad locality.",https://timesofindia.indiatimes.com/city/bhopal/2-dead-in-road-accidents-in-state-capital/articleshow/90429403.cms
65,2 killed in Indore Road accidents,"Two persons including a woman were killed in two Road accidents in Indore on Saturday and Sunday.The woman, riding pillion on a scooter, was killed when an unidentified vehicle hit the scooter from behind in Khajrana area on Saturday night.",https://timesofindia.indiatimes.com/city/indore/2-killed-in-indore-road-accidents/articleshow/90341935.cms
66,"Madhya Pradesh: 3 teachers dead, 8 hurt in Road accident in Jhabua","Three teachers have died, and eight other persons have sustained injuries in a road mishap in Jhabua district on Sunday late night in Meghnagar area, police said.",https://timesofindia.indiatimes.com/city/indore/3-teachers-dead-8-hurt-in-road-accident/articleshow/93442803.cms
